DOI,solvent_name,solvent,zn_source,zn_source_mmol,hmim_mmol,stirring,temperature_C,time_min,size_nm,additive,ratio,counterion,zn_source_mM,hmim_mM,Verify
10.1021/acsestwater.3c00608,Water,2777.777777777777,Zn(CH3COO)2·2H2O,16.90128012391235,100.0,Yes,40,180.0,50.0,not given,0.1690128012391235,CH3COO-,0.0060844608446084,0.036,False
10.1039/c7nj04909a,Methanol,2496.878901373283,Zn(NO3)2·6H2O,2.4708373953676,19.82947624847746,Yes,25,60.0,50.0,not given,0.1246042691398525,NO3-,0.0009895703768447,0.0079417052375152,True
10.1021/acsomega.9b03215,Water,2777.777777777777,Zn(NO3)2·6H2O,0.6161965912528994,39.46406820950062,Yes,25,60.0,40.0,Triethylamine,0.0156141173277355,NO3-,0.000221830772851,0.0142070645554202,False
10.1016/j.jpowsour.2023.232702,Methanol,9987.515605493134,Zn(NO3)2·6H2O,20.00201701011867,80.0,Yes,25,960.0,100.0,not given,0.2500252126264833,NO3-,0.0020027019531381,0.00801,False
10.1039/d2ta06567c,Methanol,1123.595505617978,Zn(NO3)2·6H2O,4.000403402023734,16.00487210718636,Yes,120,240.0,200.0,not given,0.2499491014506457,NO3-,0.0035603590278011,0.0142443361753958,True
10.1039/d2ta06567c,Methanol,1123.595505617978,Zn(NO3)2·6H2O,4.000403402023734,16.00487210718636,Yes,120,240.0,200.0,not given,0.2499491014506457,NO3-,0.0035603590278011,0.0142443361753958,True
10.1039/d2ta06567c,Methanol,1123.595505617978,Zn(NO3)2·6H2O,4.000403402023734,16.00487210718636,Yes,120,240.0,200.0,not given,0.2499491014506457,NO3-,0.0035603590278011,0.0142443361753958,True
10.1021/acsomega.5c04494,ethanol,685.0444975037987,Zn(NO3)2·6H2O,3.159982519245638,40.19488428745432,No,30,60.0,113.4,not given,0.0786165347969899,NO3-,0.0046128135190635,0.0586748516832389,False
10.1021/acsomega.5c04494,ethanol,685.0444975037987,Zn(NO3)2·6H2O,3.159982519245638,40.19488428745432,No,30,60.0,145.8,not given,0.0786165347969899,NO3-,0.0046128135190635,0.0586748516832389,True
10.1021/acsomega.5c04494,ethanol,685.0444975037987,Zn(NO3)2·6H2O,3.159982519245638,40.19488428745432,No,30,60.0,171.9,not given,0.0786165347969899,NO3-,0.0046128135190635,0.0586748516832389,True
10.1021/acsomega.5c04494,ethanol,685.0444975037987,Zn(NO3)2·6H2O,3.159982519245638,40.19488428745432,No,30,60.0,213.6,not given,0.0786165347969899,NO3-,0.0046128135190635,0.0586748516832389,False
10.1021/acsomega.5c04494,ethanol,685.0444975037987,Zn(NO3)2·6H2O,3.159982519245638,40.19488428745432,No,30,60.0,181.8,not given,0.0786165347969899,NO3-,0.0046128135190635,0.0586748516832389,True
10.1021/acsami.8b13393,Methanol,249.6878901373284,Zn(NO3)2·6H2O,0.336168353111238,2.009744214372716,Yes,25,5.0,1.27,not given,0.167269222972319,NO3-,0.0013463542542105,0.0080490255785627,False
10.1021/acsami.8b13393,Methanol,249.6878901373284,Zn(NO3)2·6H2O,0.336168353111238,2.009744214372716,Yes,25,90.0,7.58,not given,0.167269222972319,NO3-,0.0013463542542105,0.0080490255785627,False
10.1016/j.jddst.2025.107616,Water,8333.333333333332,Zn(NO3)2·6H2O,5.042525296668571,40.19488428745432,Yes,25,60.0,81.84,not given,0.1254519172292393,NO3-,0.0006051030356002,0.0048233861144945,True
10.1016/j.jddst.2025.107616,Water,8333.333333333332,Zn(NO3)2·6H2O,5.042525296668571,40.19488428745432,Yes,25,60.0,62.75,not given,0.1254519172292393,NO3-,0.0006051030356002,0.0048233861144945,True
10.1021/acsami.6b05901,Methanol,9987.515605493134,Zn(NO3)2·6H2O,14.119070830672,114.0073081607795,Yes,25,60.0,60.0,not given,0.1238435593160439,NO3-,0.001413671966921,0.011414981729598,True
10.1016/j.inoche.2024.112294,Methanol,2496.878901373283,Zn(NO3)2·6H2O,4.874441120112952,39.95127892813642,No,25,720.0,200.0,not given,0.1220096390125833,NO3-,0.0019522136686052,0.0160004872107186,False
10.1016/j.inoche.2024.112294,Methanol,2496.878901373283,Zn(NO3)2·6H2O,4.639123272935086,39.95127892813642,Yes,30,120.0,200.0,not given,0.1161195185085275,NO3-,0.0018579688708105,0.0160004872107186,False
10.1016/j.bioadv.2022.213206,"N,N-dimethylformamide",774.9350116294978,Zn(NO3)2·6H2O,10.42121894644838,11.69305724725944,Yes,140,420.0,500.0,Triethylamine,0.8912313286493875,NO3-,0.0134478618078374,0.0150890811123268,False
10.1016/j.inoche.2023.111325,Methanol,624.2197253433209,Zn(NO3)2·6H2O,2.017010118667428,19.4884287454324,No,60,60.0,360.0,not given,0.1034978317141224,NO3-,0.0032312502101052,0.0312204628501827,False
10.1016/j.molstruc.2024.138452,Water,1111.111111111111,Zn(CH3COO)2,11.99040767386091,79.90255785627285,Yes,25,30.0,200.0,not given,0.1500628765280458,CH3COO-,0.0107913669064748,0.0719123020706455,True
10.1016/j.micromeso.2026.114063,Methanol,998.7515605493134,Zn(NO3)2·6H2O,2.0,16.0,Yes,25,1440.0,400.0,not given,0.125,NO3-,0.0020025,0.01602,False
10.1039/d0ta06682f,Methanol,1248.439450686642,Zn(NO3)2·6H2O,8.24620970181867,66.00487210718636,Yes,25,120.0,150.0,not given,0.1249333486841322,NO3-,0.0066052139711567,0.0528699025578562,False
10.1016/j.mtadv.2022.100336,Water,55.55555555555555,Zn(NO3)2·6H2O,0.032,1.15,Yes,25,60.0,291.5,not given,0.0278260869565217,NO3-,0.000576,0.0207,False
10.1039/d3ra04824a,Methanol,1248.439450686642,Zn(NO3)2·6H2O,3.361683531112381,36.54080389768575,Yes,25,180.0,110.0,not given,0.0919980726347755,NO3-,0.002692708508421,0.0292691839220462,False
10.1016/j.micromeso.2025.113533,Methanol,1248.439450686642,Zn(NO3)2·4H2O,2.84577723378213,19.97563946406821,Yes,25,4380.0,76.8,not given,0.1424623846911663,NO3-,0.0022794675642594,0.0160004872107186,False
10.1039/c7ta00148g,Methanol,1248.439450686642,Zn(NO3)2·6H2O,2.991898342690019,23.99512789281365,Yes,25,1440.0,300.0,not given,0.1246877431141373,NO3-,0.0023965105724947,0.0192200974421437,False
10.1039/d2ra08312d,Methanol,3245.942571785269,Zn(NO3)2·6H2O,2.0,12.0,Yes,25,30.0,450.0,not given,0.1666666666666666,NO3-,0.0006161538461538,0.003696923076923,False
10.1039/d2ra08312d,Water,7222.222222222222,Zn(NO3)2·6H2O,2.0,12.0,Yes,25,30.0,200.0,not given,0.1666666666666666,NO3-,0.000276923076923,0.0016615384615384,True
10.1021/acsomega.5c03165,Water,244.4444444444444,Zn(NO3)2·6H2O,0.1966584865700743,13.82460414129111,Yes,25,15.0,155.7,not given,0.0142252526408837,NO3-,0.0008045119905139,0.0565551987598272,True
10.1021/acsomega.5c03165,Water,244.4444444444444,Zn(NO3)2·6H2O,0.1966584865700743,13.82460414129111,Yes,25,15.0,132.3,not given,0.0142252526408837,NO3-,0.0008045119905139,0.0565551987598272,True
10.1016/j.rechem.2025.102793,Methanol,499.3757802746567,Zn(NO3)2·6H2O,0.5042525296668571,2.009744214372716,Yes,25,1440.0,262.6,NaOH,0.2509038344584785,NO3-,0.0010097656906578,0.0040245127892813,False
10.1016/j.seppur.2026.137155,Water,4444.444444444444,Zn(NO3)2·6H2O,1.983393283356305,15.83434835566383,Yes,22,240.0,220.0,not given,0.1252589142796558,NO3-,0.0004462634887551,0.0035627283800243,True
10.1016/j.seppur.2026.137155,Water,4444.444444444444,Zn(NO3)2·6H2O,1.983393283356305,15.83434835566383,Yes,22,240.0,150.0,not given,0.1252589142796558,NO3-,0.0004462634887551,0.0035627283800243,False
10.1016/j.seppur.2026.137155,Water,4444.444444444444,Zn(NO3)2·6H2O,1.983393283356305,15.83434835566383,Yes,22,240.0,230.0,not given,0.1252589142796558,NO3-,0.0004462634887551,0.0035627283800243,True
10.1016/j.seppur.2026.137155,Water,4444.444444444444,Zn(NO3)2·6H2O,1.983393283356305,15.83434835566383,No,22,240.0,270.0,n-hexane,0.1252589142796558,NO3-,0.0004462634887551,0.0035627283800243,False
10.1039/d0dt02576c,Methanol,1248.439450686642,Zn(NO3)2·6H2O,2.469156553602044,9.87454323995128,Yes,25,120.0,19.3,n-butylamine,0.2500527359698135,NO3-,0.0019777943994352,0.0079095091352009,True
10.1021/acsami.3c11941,Water,3333.333333333333,Zn(CH3COO)2·2H2O,2.505580611361669,49.93909866017052,No,140,10.0,243.9,Cetyltrimethylammonium bromide,0.0501727239494617,CH3COO-,0.0007516741834085,0.0149817295980511,True
10.1039/d0nj01373k,Methanol,9987.515605493134,Zn(NO3)2·6H2O,4.92822805661075,40.49939098660171,Yes,25,900.0,80.0,not given,0.1216864732173661,NO3-,0.0004934388341681,0.0040550015225334,True
10.1016/j.optmat.2024.116126,Methanol,499.3757802746567,Zn(NO3)2·6H2O,0.5008908461357447,5.006090133982948,Yes,50,120.0,50.0,not given,0.1000562979750478,NO3-,0.0010030339193868,0.0100246954933008,True
10.1021/acs.langmuir.0c02549,Methanol,499.3757802746567,Zn(NO3)2·6H2O,2.218711130534172,13.27649208282582,Yes,25,60.0,160.0,Triethylamine,0.1671157649695921,NO3-,0.0044429690388946,0.0265861753958587,False
10.1016/j.seppur.2025.134705,Methanol,2496.878901373283,Zn(NO3)2·6H2O,8.404208827780952,60.90133982947625,Yes,25,120.0,337.93,not given,0.1379971089521632,NO3-,0.0033658856355262,0.0243909866017052,False
10.1016/j.seppur.2024.127947,"N,N-dimethylformamide",2505.62320426871,Zn(NO3)2·6H2O,8.020976905234141,64.40925700365409,Yes,25,154.98,200.0,not given,0.124531430393291,NO3-,0.0032011903831227,0.0257058830289898,False
10.1021/acs.molpharmaceut.4c01144,Water,55.55555555555555,Zn(NO3)2·6H2O,0.045,3.15,Yes,30,10.0,200.0,not given,0.0142857142857142,NO3-,0.00081,0.0567,True
10.1021/acs.molpharmaceut.4c01144,Water,55.55555555555555,Zn(NO3)2·6H2O,0.045,3.15,Yes,30,10.0,200.0,not given,0.0142857142857142,NO3-,0.00081,0.0567,True
10.1016/j.jpowsour.2016.11.114,Methanol,2496.878901373283,Zn(NO3)2·6H2O,5.37869364977981,40.19488428745432,Yes,25,60.0,100.0,not given,0.1338153783778552,NO3-,0.0021541668067368,0.0160980511571254,True
10.1016/j.mtnano.2018.09.001,Methanol,499.3757802746567,Zn(NO3)2·6H2O,0.4975291626046323,3.995127892813642,Yes,0,60.0,200.0,ICG,0.1245339763714643,NO3-,0.0009963021481157,0.0080002436053593,True
10.1016/j.mtnano.2018.09.001,Methanol,499.3757802746567,Zn(NO3)2·6H2O,0.4975291626046323,3.995127892813642,Yes,25,60.0,200.0,ICG,0.1245339763714643,NO3-,0.0009963021481157,0.0080002436053593,True
10.1016/j.mtnano.2018.09.001,Methanol,499.3757802746567,Zn(NO3)2·6H2O,0.4975291626046323,3.995127892813642,Yes,50,60.0,200.0,ICG,0.1245339763714643,NO3-,0.0009963021481157,0.0080002436053593,True
10.1016/j.molstruc.2025.144516,Methanol,2496.878901373283,Zn(NO3)2·6H2O,10.08505059333714,80.38976857490864,Yes,25,1440.0,89.0,not given,0.1254519172292393,NO3-,0.0040390627626315,0.0321961023142509,True
10.1021/acsami.9b23314,Methanol,499.3757802746567,Zn(NO3)2·6H2O,0.5378693649779809,4.993909866017053,Yes,50,180.0,48.0,not given,0.1077050606455908,NO3-,0.0010770834033684,0.0100003045066991,True
10.1016/j.apt.2024.104727,Methanol,2496.878901373283,Zn(NO3)2·6H2O,7.530171109691733,63.45919610231425,Yes,25,1440.0,77.0,not given,0.1186616215174071,NO3-,0.0030158335294315,0.0254154080389768,True
10.1016/j.mtbio.2025.101994,Water,833.3333333333333,Zn(NO3)2·6H2O,0.5042525296668571,4.019488428745433,Yes,25,20.0,84.78,not given,0.1254519172292392,NO3-,0.0006051030356002,0.0048233861144945,False
10.1016/j.mtbio.2025.101994,Water,833.3333333333333,Zn(NO3)2·6H2O,0.5042525296668571,4.019488428745433,Yes,25,5.0,82.88,not given,0.1254519172292392,NO3-,0.0006051030356002,0.0048233861144945,False
10.1016/j.apsusc.2024.159624,Methanol,749.0636704119851,Zn(NO3)2·6H2O,3.449087302921303,14.05602923264312,Yes,120,240.0,200.0,not given,0.2453813410483873,NO3-,0.0046045315493999,0.0187647990255785,True
10.1016/j.jpowsour.2025.238313,Methanol,1248.439450686642,Zn(NO3)2·6H2O,4.998823410764111,19.97563946406821,Yes,120,1440.0,204.23,not given,0.2502459768437399,NO3-,0.004004057552022,0.0160004872107186,True
10.1016/j.jpowsour.2025.238313,Methanol,1248.439450686642,Zn(NO3)2·6H2O,4.998823410764111,29.96345919610232,Yes,120,1440.0,153.3,not given,0.1668306512291599,NO3-,0.004004057552022,0.0240007308160779,True
10.1016/j.jpowsour.2025.238313,Methanol,1248.439450686642,Zn(NO3)2·6H2O,4.998823410764111,39.95127892813642,Yes,120,1440.0,115.04,not given,0.1251229884218699,NO3-,0.004004057552022,0.0320009744214372,True
10.1016/j.jpowsour.2025.238313,Methanol,1248.439450686642,Zn(NO3)2·6H2O,4.998823410764111,49.93909866017052,Yes,120,1440.0,102.36,not given,0.1000983907374959,NO3-,0.004004057552022,0.0400012180267965,True
10.1016/j.jpowsour.2025.238313,Methanol,1248.439450686642,Zn(NO3)2·6H2O,4.998823410764111,60.04872107186358,Yes,120,1440.0,99.52,not given,0.0832461261711426,NO3-,0.004004057552022,0.0480990255785627,True
10.1021/acsami.4c06788,THF,61.6419359312162,Zn(CH3COO)2·2H2O,0.0683340166735,0.9987819732034106,Yes,25,480.0,400.0,not given,0.068417350840175,CH3COO-,0.0011085637665525,0.0162029624494258,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,15.0,374.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,15.0,469.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,15.0,90.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,60,15.0,492.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,15.0,551.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,15.0,383.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,1440.0,536.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1021/acsomega.2c06705,Water,666.6666666666666,Zn(CH3COO)2·2H2O,0.6833401667350008,6.833130328867235,No,25,1440.0,708.0,not given,0.100003970925033,CH3COO-,0.0010250102501025,0.0102496954933008,False
10.1016/j.microc.2024.112612,Water,2777.777777777777,Zn(CH3COO)2·2H2O,6.833401667350007,68.2095006090134,Yes,25,1440.0,350.0,not given,0.100182549444542,CH3COO-,0.002460024600246,0.0245554202192448,False
10.1039/d4ra02670e,Methanol,1248.439450686642,Zn(CH3COO)2·2H2O,1.343902327912168,8.038976857490866,Yes,25,120.0,400.0,Polyvinylpyrrolidone,0.1671733047296802,CH3COO-,0.0010764657646576,0.0064392204628501,False
10.1039/d4ra02670e,Methanol,1248.439450686642,Zn(CH3COO)2·2H2O,1.343902327912168,8.038976857490866,No,25,120.0,400.0,Polyvinylpyrrolidone,0.1671733047296802,CH3COO-,0.0010764657646576,0.0064392204628501,False
10.1039/d4ra02670e,Methanol,1248.439450686642,Zn(CH3COO)2·2H2O,1.343902327912168,8.038976857490866,No,25,120.0,400.0,Polyvinylpyrrolidone,0.1671733047296802,CH3COO-,0.0010764657646576,0.0064392204628501,False
10.1016/j.jtice.2023.104865,Methanol,7990.012484394507,Zn(NO3)2·6H2O,7.886509563989645,63.21559074299636,Yes,25,60.0,50.0,not given,0.1247557678619556,NO3-,0.000987045962618,0.0079118262789281,True
10.1016/j.micromeso.2022.111889,Methanol,1248.439450686642,Zn(NO3)2·6H2O,3.597001378290248,28.74543239951279,Yes,25,120.0,60.0,not given,0.1251329716769615,NO3-,0.0028811981040104,0.0230250913520097,False
10.1016/j.microc.2025.113698,Methanol,499.3757802746567,Zn(CH3COO)2·2H2O,0.2,1.6,Yes,25,1440.0,200.0,not given,0.125,CH3COO-,0.0004005,0.003204,False
10.1016/j.seppur.2022.120856,Methanol,1997.503121098627,Zn(NO3)2·6H2O,2.4,9.6,Yes,25,1440.0,80.0,not given,0.25,NO3-,0.0012015,0.004806,True
10.1016/j.seppur.2022.121594,Methanol,1598.002496878901,Zn(NO3)2·6H2O,0.4034020237334857,0.4043848964677223,No,70,30.0,3.0,not given,0.9975694623047944,NO3-,0.0002524414226644,0.0002530564859926,False
10.1039/c8nj04247k,Methanol,249.6878901373284,Zn(CH3COO)2·2H2O,0.5002050020500205,5.0,Yes,120,30.0,215.0,not given,0.1000410004100041,CH3COO-,0.0020033210332103,0.020025,False
10.1039/c8nj04247k,Water,166.6666666666667,Zn(NO3)2·6H2O,1.996840017480754,15.95615103532278,Yes,120,30.0,368.0,ammonium hydroxide,0.1251454697978396,NO3-,0.0119810401048845,0.0957369062119366,False
10.1016/j.memsci.2022.121300,Methanol,1248.439450686642,Zn(NO3)2·6H2O,2.468820385248932,9.87332521315469,Yes,25,1440.0,70.0,not given,0.2500495356883017,NO3-,0.0019775251285843,0.0079085334957369,True
10.1021/acs.analchem.9b04938,Methanol,499.3757802746567,Zn(CH3COO)2·2H2O,0.8108969978588675,3.203410475030451,Yes,60,30.0,75.0,not given,0.2531355267080343,CH3COO-,0.0016238212382123,0.0064148294762484,False
10.1039/c7ta10322k,Methanol,1248.439450686642,Zn(NO3)2·6H2O,2.474199078898712,19.78075517661389,Yes,25,60.0,50.0,not given,0.1250811233852119,NO3-,0.0019818334621978,0.0158443848964677,True
10.1039/c7ta10322k,Methanol,1248.439450686642,Zn(NO3)2·6H2O,2.474199078898712,19.78075517661389,Yes,25,60.0,40.0,PEI,0.1250811233852119,NO3-,0.0019818334621978,0.0158443848964677,True
10.1021/acsami.2c23107,Methanol,374.5318352059925,Zn(NO3)2·6H2O,0.49416747907352,3.958587088915957,Yes,37,30.0,200.0,"1,8-Diazafluoren-9-one",0.1248343077905722,NO3-,0.0013194271691262,0.0105694275274056,True
10.1021/acsami.2c23107,Methanol,374.5318352059925,Zn(NO3)2·6H2O,0.49416747907352,3.958587088915957,Yes,37,30.0,200.0,"1,8-Diazafluoren-9-one",0.1248343077905722,NO3-,0.0013194271691262,0.0105694275274056,True
10.1021/acsami.2c23107,Methanol,374.5318352059925,Zn(NO3)2·6H2O,0.49416747907352,3.958587088915957,Yes,37,30.0,200.0,"1,8-Diazafluoren-9-one",0.1248343077905722,NO3-,0.0013194271691262,0.0105694275274056,True
10.1021/acsami.2c23107,Methanol,374.5318352059925,Zn(NO3)2·6H2O,0.49416747907352,3.958587088915957,Yes,37,30.0,200.0,"1,8-Diazafluoren-9-one",0.1248343077905722,NO3-,0.0013194271691262,0.0105694275274056,True
10.1021/acsami.2c23107,Methanol,374.5318352059925,Zn(NO3)2·6H2O,0.49416747907352,3.958587088915957,Yes,37,30.0,150.0,not given,0.1248343077905722,NO3-,0.0013194271691262,0.0105694275274056,False
10.1021/acsami.1c23297,Methanol,2496.878901373283,Zn(NO3)2·6H2O,2.464786365011597,19.7320341047503,Yes,25,50.0,20.0,not given,0.124912938621884,NO3-,0.0009871469391871,0.0079026796589524,True
10.1021/acsami.1c23297,Methanol,2496.878901373283,Zn(NO3)2·6H2O,4.9416747907352,39.46406820950061,Yes,25,30.0,40.0,not given,0.1252195988639999,NO3-,0.0019791407536894,0.0158053593179049,True
10.1021/acsami.1c23297,Methanol,1248.439450686642,Zn(NO3)2·6H2O,2.468820385248932,9.87332521315469,Yes,25,2.0,70.0,not given,0.2500495356883017,NO3-,0.0019775251285843,0.0079085334957369,True
10.1021/acsanm.4c02087,Methanol,2496.878901373283,Zn(NO3)2·6H2O,11.2952566645376,48.721071863581,Yes,60,540.0,145.0,not given,0.2318351430396341,NO3-,0.0045237502941473,0.0195127892813641,True
10.1021/acsanm.4c02087,Methanol,1498.12734082397,Zn(NO3)2·6H2O,2.521262648334285,10.84043848964677,Yes,60,540.0,270.0,not given,0.2325793971103874,NO3-,0.0016829428177631,0.0072359926918392,False
